"","Mixture","Classical.monocytes","NK.cells","B.cells","pDC","Mast.cells","T.cytotoxic","Non.classical.monocytes","cDC2","cDC1","DC_Mature","Tregs","T.helper","B.Plasma","Macrophage","Macrophage_Alveolar","P.value","Correlation","RMSE","Absolute.score..sig.score."
"737","DSP-1001660020372-E-C02.dcc",0.00693462954500788,0.0666572766497822,0.0814910044248408,0.0891155358102646,0.0569436183876725,0.146773554170464,0.0650782936892381,0.0321438697316802,0.0452148600082315,0.112593718553694,0.0390734738564058,0.134733477969416,0.309374790473221,0.0366078717320755,0.0894280050398213,0,0.657661098887123,0.754140026906475,1.31216398004182
"738","DSP-1001660020372-E-C03.dcc",0,0.0382532865902217,0.0431754925734647,0.0903661091504626,0.0317029145217416,0.201047771997092,0.0511435031345247,0.0559221398371901,0.0379886036031205,0.135940691723395,0.0333125809488607,0.148073783054759,0.319771544384532,0.147059471685182,0.0470289598648785,0,0.592108366605341,0.811412973149269,1.38078685306943
"739","DSP-1001660020372-E-C04.dcc",0.000367978883347628,0.054539908816871,0.0901533778158118,0.0702381136090028,0.0492966187368322,0.154443822357335,0.0568657443556548,0.135098250203868,0,0.108687526798796,0.0472869935351155,0.0172934436935457,0.424735344901091,0.0231627441115453,0.0522848462836348,0,0.677145787706897,0.787863937212567,1.28445471410245
"740","DSP-1001660020372-E-C05.dcc",0.00216435130293587,0.056029958297232,0.0647350348142363,0.065971134148778,0.0516528209825734,0.188280490293306,0.121067287546243,0.0894448513955451,0.0336313347416611,0.0722307164001643,0.0497352449381765,0.151993980839623,0.377073226949376,0.0915989945711909,0.0606290561896728,0,0.65852722046143,0.757727752891732,1.47623848341072
"741","DSP-1001660020372-E-C06.dcc",0.0213464560810062,0.0660624172284915,0.0851777983579318,0.0384481453013286,0.058327135917705,0.120078606317729,0.0782718995889642,0.112501017441174,0.0501831052664464,0.0886784642011371,0.0597930168640108,0.145833672363928,0.471976825951802,0.0613048487127295,0.0354238145081811,0,0.728381492208139,0.710160945882165,1.49340722410257
"742","DSP-1001660020372-E-C07.dcc",0.0248615116086823,0.0858982904103536,0.119078063830084,0.0618291985363099,0.0581065391531782,0.143652542983654,0.00947012711565087,0.0639513856422386,0,0.0911419039063671,0.128871824150748,0.172812031715706,0.223746148470533,0.0578393920892391,0.0615514652499053,0,0.563695796682946,0.826562694771094,1.30281042486265
"754","DSP-1001660020372-E-D07.dcc",0.00939792512390646,0.166921330353112,0.0957715949403116,0.096204771981052,0.0548661719477674,0.123381432235962,0.0720195857046248,0.14408364475771,0.021034251518448,0.189555877933298,0,0.0359441965094692,0.310834754384597,0.0215683222108053,0.0573232193611767,0,0.360997627952333,0.979192063281071,1.39890707896224
"755","DSP-1001660020372-E-D08.dcc",0.00411702751150353,0.121437917777137,0.165365509641047,0.050896674438755,0.082772878995058,0.10574647886212,0.0559622396597391,0.100459800671766,0.0066875004148808,0.102677394408375,0.0403527488953944,0.135779731496327,0.195585970667811,0.0777001222399917,0.0330060515411564,0,0.403387286606036,0.917302879698791,1.27854804722106
"756","DSP-1001660020372-E-D09.dcc",0.00461306727954337,0.0574011261444567,0.116708355143648,0.133240338669114,0.078234717731376,0.174483527223404,0.0683057023826713,0.152435016447899,0.0933880770681834,0.123421201282944,0.0924706758748791,0.023003905685704,0.056660714925854,0.122458139994936,0.0574707133653945,0,0.226984489939262,0.973654190991702,1.35429527922001
"757","DSP-1001660020372-E-D10.dcc",0,0.055823238103646,0.162682699166775,0.0891449617158945,0.105652741431864,0.063633410699322,0.108956817073804,0.0675271661255574,0,0.226539881147743,0.0691168510172202,0.118568466734026,0.0482367639762085,0.101299948623224,0.0741835920495784,0,0.184605317729812,0.983711582110675,1.29136653786486
"758","DSP-1001660020372-E-D11.dcc",0.00403286477006629,0.155467744899909,0.00767126991790623,0.0600623878062411,0.0795877220326445,0.0464184967504144,0.105507972657865,0.179482771876363,0.167468082344543,0.0676546069525158,0.158496056090123,0.0365804463158784,0.295234962025229,0.0598855834208412,0.159099555586313,0.03,0.101071682390527,1.09909679619562,1.58265052344685
"759","DSP-1001660020372-E-D12.dcc",0.0795645725783804,0.0497946391382534,0.098486199735173,0.101070082542341,0.0713880726027791,0.196770740396926,0.0445313047692904,0.181623484111381,0.100093396988818,0.0567954356133492,0.0463317875754435,0.134176641189115,0.187626640643621,0.109882174248502,0.220949644899345,0,0.179621270714588,1.00428248088107,1.67908481703272
"760","DSP-1001660020372-E-E01.dcc",0.00477427957809612,0.0305376918045015,0.0709706165650593,0.08411723333824,0.0912725443747577,0.189873567083605,0.121905857353836,0.086525086565528,0.0241710472498923,0.140213684780969,0.0510914081469364,0.166786509199545,0.314099565884887,0.0275773595426377,0.0454115064007576,0,0.461947421886418,0.90488068785746,1.44932795786925
"761","DSP-1001660020372-E-E02.dcc",0.00745756275663238,0.116960750136996,0.0614936588210659,0.0753558273394962,0.0498913527733889,0.20175426763419,0.0992353908567932,0.166578877855725,0.0723489895491204,0.0707850873183574,0.00760933078848971,0.105188190706236,0.125321271700911,0.107628133599603,0.254890001869622,0,0.208449316015126,0.985877975888066,1.52249869370663
"806","DSP-1001660020373-D-A12.dcc",0,0.0908693075972557,0.133336451014635,0.0498090045528614,0.0199345254296187,0.187634380770828,0.135036498956678,0.0765520225652566,0.107591546881535,0.0346342598917693,0.0267025285885684,0.0790426610988338,0.144135272925463,0.140033609246542,0.133779369709043,0,0.402332583943727,0.915731678946088,1.35909143922889
"807","DSP-1001660020373-D-B01.dcc",0.0462738862758993,0.0179979198699376,0.179451225419517,0.0986203919886243,0.0327601788712596,0.179121095046792,0.0273306105809823,0.0954396552534215,0.080449112107856,0.0941743637394551,0.0413458151215742,0.116032083607428,0.0181908036103763,0.174271795055334,0.0853153962280141,0,0.33129298995692,0.949795678960488,1.28677433277647
"808","DSP-1001660020373-D-B02.dcc",0.0096282260966024,0.0457095000764748,0.0540734136690733,0.0153329454450733,0.0582620987998042,0.232348917246007,0.0563822728648743,0.16153454115669,0.126827720618656,0.0300198925553244,0.0149394101448933,0.13909779254813,0.226351546501959,0.107500563394272,0.18548847344275,0,0.407843170383841,0.916694023916579,1.46349731456058
"809","DSP-1001660020373-D-B03.dcc",0.0154556526379121,0.0613025239509306,0.168220769845172,0.0997163570043282,0.0660139508431233,0.126359872231226,0.0912552291914063,0.131534625640442,0.111424575187275,0.0300526475754963,0.0737566718567001,0.0745087537799049,0,0.14253158033837,0.18240180440212,0,0.298764706280981,0.956189906182079,1.37453501448441
"810","DSP-1001660020373-D-B04.dcc",0.00457858333415436,0.0852237730826101,0.0921170769102604,0.0548711623102012,0.0432273239481537,0.172094473210106,0.0835673514232057,0.122693817409966,0.0764117030154145,0.0742738911123163,0.0657737819581165,0.136298746855387,0.0159854896117248,0.179581431394775,0.160767539879175,0,0.283792108900137,0.959693654896982,1.36746614545557
"811","DSP-1001660020373-D-B05.dcc",0.106636466527997,0.100042530203453,0.069150407665307,0.093280101071735,0.0365472191646869,0.19117170788077,0.0299188057997296,0.128578643345705,0.0985122556608779,0.0458979634188289,0.023762972664864,0.0549757703427709,0.23188102561237,0.132304624272332,0.0757192268129352,0,0.290076230144939,0.980815229667916,1.41837972044436
"812","DSP-1001660020373-D-B06.dcc",0.0173637622418182,0.0511005995226303,0.139003323170383,0.097119101431524,0.0420646733051213,0.139751223700258,0.0570534205770067,0.159065743540097,0.066233801657525,0.0722279904084328,0.0753368662702332,0.11414887315921,0,0.162754084213669,0.197645337328376,0,0.34562200458255,0.943908598384678,1.39086880052628
"813","DSP-1001660020373-D-B07.dcc",0.0174686858699618,0.117519062688044,0.194673907583333,0.0515520307506921,0.0526938185311553,0.175673935352755,0.103062492574649,0.0858694844981161,0.100635118949764,0.0776097917089947,0.0547606112369196,0,0.0276833215877891,0.113460372951485,0.0906245752482142,0,0.340219338568849,0.947952278802012,1.26328720953187
"823","DSP-1001660020373-D-C06.dcc",0.0106739717442373,0.0768902961457071,0.135156303281243,0.10080696832191,0.0499025801651052,0.142067867498845,0.125243009577484,0.189005783097656,0.0396475375290196,0.099549853990381,0.104682883499941,0.0860304279056263,0.0085330413501506,0.190843985031917,0.077362855441552,0,0.266363039864129,0.965053571183107,1.43639736458078
"824","DSP-1001660020373-D-C07.dcc",0.0643087060641418,0.0887056581109781,0.146104433475189,0.0821592587070799,0.0304476223119048,0.161188784661038,0.0597522932847703,0.155305179173017,0.0929618578575408,0.106474638747814,0.0720932118375483,0.0731436832071294,0.0117980987322697,0.150454676728688,0.0925144581888252,0,0.240158186377579,0.970806275436429,1.38741256108793
"825","DSP-1001660020373-D-C08.dcc",0.0172032465048161,0.0574000512029731,0.0773671254489799,0.0822479860682272,0.0725942469138464,0.20523027356475,0.160739536461606,0.223775176218914,0.0607112177464931,0.0789557027179215,0.107368093249423,0.0919888365604188,0.0198022293947123,0.239920893663018,0.144178648894132,0,0.255500485896475,0.966586555829538,1.63948326461023
"826","DSP-1001660020373-D-C09.dcc",0.0347517559075245,0.0468004842336111,0.0681652757530786,0.0869052946568489,0.0948757649510879,0.144630346298408,0.0432198927681109,0.169047532994068,0.0871855778494096,0.140307754607304,0.0848948376043025,0.102073371711125,0.0586898021854088,0.155291942052155,0.144219492547049,0,0.234258930653994,0.97201320888615,1.46105912611949
"827","DSP-1001660020373-D-C10.dcc",0.0413930942648797,0.0513663056825876,0.166697840306084,0.0629088873022185,0.0698271799757575,0.130294487060942,0.105691432023761,0.172700404372419,0.108639203592714,0.0641091527592058,0.100311775293776,0.0988158418970332,0.0525919523022804,0.116917174085144,0.0995921755523192,0,0.209667538894283,0.977664591319877,1.44185690647112
"828","DSP-1001660020373-D-C11.dcc",0.0151645926780286,0.0521680275765285,0.204384470455972,0.03678060424307,0.0611433350181691,0.214331095508792,0.0922546837404105,0.162452665424532,0.124261532000282,0.0846259147209417,0.0832412662805351,0.0487456956504158,0,0.139861766096382,0.106053762355886,0,0.239845174657264,0.971005310049741,1.42546941174995
"829","DSP-1001660020373-D-C12.dcc",0.060040082900461,0.0865691089513968,0.0472118743762846,0.0462853279347822,0.0740977974472396,0.167443021142682,0.0358584113090761,0.225141719721427,0.0797060174319067,0.12912238993108,0.0800114022595866,0.0741659937572874,0.173038500074558,0.203513181486118,0.0984406217819493,0,0.20790496842487,0.993101142487434,1.58064545050584
"830","DSP-1001660020373-D-D01.dcc",0.0497864216065979,0.0802998058134086,0.0934809418779077,0.0753610372576013,0.081653297946289,0.134425077441119,0.104759185122136,0.173185722900953,0.058865196149968,0.121322531868542,0.0588226508804071,0.138765153261235,0.00648507805126472,0.164556959642795,0.113791963390068,0,0.265976591918519,0.964837543219256,1.45556102321029
"831","DSP-1001660020373-D-D02.dcc",0.0161288336584728,0.0756340882889855,0,0.0815555025572545,0.0604677301421259,0.155754209208315,0.117733910375835,0.13998868747206,0.132814856945122,0.0851750105233445,0.129768802338723,0.0519355932824132,0.544388961116596,0.176044907155431,0.166172887532362,0,0.342519336734391,1.05716211132619,1.93356398059704
"866","DSP-1001660020373-D-G02.dcc",0,0.103831787727571,0.194847545127223,0.0784617773719194,0.0385972726832859,0.123339885717808,0.101755515020783,0.119473062043541,0.0100260205144587,0.120511186016812,0.0555264827327388,0.101750662752309,0.0627411885936999,0.116741852928282,0.023874834190526,0,0.174535548451414,0.986491235158538,1.25147907342096
"867","DSP-1001660020373-D-G03.dcc",0,0.100849625735343,0.183972915615205,0.00919833426051619,0.0600804292887727,0.100245386842821,0.0769983260145539,0.177913297770021,0,0.105804880427321,0.129239813033508,0.0160302362187426,0.108697430678555,0.164887811538319,0.0524615963622046,0,0.199576955545539,0.986592178667992,1.28638008378588
"868","DSP-1001660020373-D-G04.dcc",0,0.118952257695725,0.206134222797626,0.0514334467425979,0.0584787570565172,0.139039556727535,0.0795123216051265,0.130295258888652,0,0.144282339431076,0.0686944335259496,0.0500049354453676,0.0604420859167323,0.0813022119000957,0.0220172057800204,0,0.216547115648875,0.976406626438047,1.21058903351302
"869","DSP-1001660020373-D-G05.dcc",0,0.127035424265981,0.254111503596296,0.0532999694678531,0.030875118504444,0.147988139916885,0.0740363103669856,0.164818334403019,0,0.116501934868103,0.0887955355490487,0,0.0627960715160922,0.0740317400652568,0,0,0.224573514631849,0.974753915174448,1.19429008251996
"870","DSP-1001660020373-D-G06.dcc",0.00506258597211834,0.10019133319538,0.212099983135599,0.0843038841931228,0.0281526561904964,0.139300592005577,0.0826315391237781,0.0453712039760415,0,0.145238201383478,0.0271685530569786,0.109744896689818,0.0711319085037814,0.0924908450983063,0.0661609513029342,0,0.240985960515475,0.970445796992976,1.20904913382741
"871","DSP-1001660020373-D-G07.dcc",0,0.088303280486334,0.184749979894676,0.109727129657047,0.0854672628187001,0.117722461358778,0.0868809365697345,0.0907170331730353,0,0.157106535303371,0.0640456548645937,0.0852354071858019,0.0282666530111435,0.0611632931319069,0.0589216807195014,0,0.246852194080653,0.969843268411471,1.21830730817462
"872","DSP-1001660020373-D-G08.dcc",0.00351128575962701,0.111918268941908,0.186525811326939,0.0443324801868959,0.0412142171936156,0.0713817419354939,0.108312278846849,0.148800169445023,0.0030834299627954,0.126812920293107,0.104476380861839,0.0663685878272415,0.133586135083569,0.0358984553842751,0.0556081881275747,0,0.269276130598353,0.966776282718286,1.24183035117675
"873","DSP-1001660020373-D-G09.dcc",0,0.112947003078253,0.208105971213304,0.0656263074886531,0.0589888588503395,0.0961724089661134,0.141250295706824,0.0996111280330497,0,0.101526824873616,0.0727923227612874,0.0726763867069527,0.106393270604932,0.0707821662216799,0.0272381267499392,0,0.374246287136658,0.929422862290054,1.23411107125494
"874","DSP-1001660020373-D-G10.dcc",0,0.0774577912904341,0.211929221030473,0.0917087700510285,0.0477209440912223,0.126682557117039,0.0667646425497006,0.206548478970695,0,0.0854253908325649,0.0610835210568004,0.0748425060423174,0.0479787240397595,0.036491009569634,0.0795099739415945,0,0.237485608866571,0.971498050827403,1.21414353058326
"875","DSP-1001660020373-D-G11.dcc",0.00281481609097989,0.137154629643575,0.134587102778247,0.0519664299725662,0.0730918097434791,0.0987443271169428,0.0952684591087715,0.143636320774258,0,0.0889995106752637,0.0861654634260535,0.00583386864934501,0.36295427146022,0.0750511256216441,0.0740553451970612,0,0.385913239057702,0.989377918121242,1.43032348025841
"876","DSP-1001660020373-D-G12.dcc",0,0.0669077345446804,0.200116338969794,0.0911520696739686,0.0669207854890762,0.113918288303559,0.0933722226251631,0.145309260052273,0,0.0952465049409993,0.0651768836568218,0.0834864585803582,0.0493717051134891,0.112928925576307,0.0311414642618107,0,0.256769237061794,0.966958144311559,1.2150486417883
"877","DSP-1001660020373-D-H01.dcc",0.00300127124368026,0.127560559091329,0.242696215453944,0.0495075251611134,0.0528919637897477,0.0692495297588422,0.0995514881740991,0.166212610901501,0,0.114182229489752,0.0641838303084849,0.0893663018786981,0.0620939498875458,0.0354388073501314,0.0355874110941376,0,0.227170299377183,0.973853539253945,1.21152369358301
